date,campaign_id,campaign_name,impressions,clicks,cost_usd
2025-12-17,102,Generic - Search,187355,10649,2164.28
2025-12-18,102,Generic - Search,203821,7731,2429.05
2025-12-19,102,Generic - Search,138441,6267,1423.59
2025-12-20,102,Generic - Search,228759,6709,2339.83
2025-12-21,102,Generic - Search,200391,9907,1473.05
2025-12-22,102,Generic - Search,180428,7189,1761.25
2025-12-23,102,Generic - Search,173263,10229,1785.92
2025-12-24,102,Generic - Search,192899,8333,1513.2
2025-12-25,102,Generic - Search,194049,7347,1532.0
2025-12-26,102,Generic - Search,211873,10974,1768.33
2025-12-27,102,Generic - Search,240856,13903,2224.38
2025-12-28,102,Generic - Search,180391,8724,1879.99
2025-12-29,102,Generic - Search,244829,11047,1789.31
2025-12-30,102,Generic - Search,216099,8358,2376.52
2025-12-31,102,Generic - Search,137680,8145,1477.99
2026-01-01,102,Generic - Search,64600,3692,723.25
2026-01-02,102,Generic - Search,61991,2179,688.74
2026-01-03,102,Generic - Search,89926,2238,819.2
2026-01-04,102,Generic - Search,139304,5123,934.09
2026-01-05,102,Generic - Search,76488,3935,741.92
2026-01-06,102,Generic - Search,149836,4598,1107.41
2026-01-07,102,Generic - Search,162702,3361,1106.84
2026-01-08,102,Generic - Search,122070,4546,1062.03
2026-01-09,102,Generic - Search,110769,4337,778.2
2026-01-10,102,Generic - Search,98391,5598,820.18
2026-01-11,102,Generic - Search,88052,3913,929.71
2026-01-12,102,Generic - Search,91704,2237,1027.66
2026-01-13,102,Generic - Search,103184,3969,738.16
2026-01-14,102,Generic - Search,121983,7029,1112.98
2026-01-15,102,Generic - Search,82434,4606,740.51
2026-01-16,102,Generic - Search,93528,3767,927.25
2026-01-17,102,Generic - Search,95655,2501,768.04
2026-01-18,102,Generic - Search,150135,3319,1045.91
2026-01-19,102,Generic - Search,122596,7068,913.25
2026-01-20,102,Generic - Search,173627,9039,1189.46
2026-01-21,102,Generic - Search,103255,4780,833.16
2026-01-22,102,Generic - Search,72819,2200,676.53
2026-01-23,102,Generic - Search,79323,2413,955.18
2026-01-24,102,Generic - Search,118235,6159,939.87
2026-01-25,102,Generic - Search,124209,2741,837.18
2026-01-26,102,Generic - Search,94211,2957,694.77
2026-01-27,102,Generic - Search,54282,1298,657.86
2026-01-28,102,Generic - Search,93471,3651,835.74
2026-01-29,102,Generic - Search,137797,7169,1143.52
2026-01-30,102,Generic - Search,162055,4918,1109.21
2026-01-31,102,Generic - Search,109020,6221,899.24
2026-02-01,102,Generic - Search,143671,6060,
2026-02-02,102,Generic - Search,119659,2898,1050.66
2026-02-03,102,Generic - Search,97105,3197,816.83
2026-02-04,102,Generic - Search,145288,8131,1064.62
2026-02-05,102,Generic - Search,99038,3882,1015.4
2026-02-06,102,Generic - Search,150549,5965,1156.85
2026-02-07,102,Generic - Search,96169,3949,977.91
2026-02-08,102,Generic - Search,177367,6430,1212.15
2026-02-09,102,Generic - Search,100511,5141,857.36
2026-02-10,102,Generic - Search,83078,4933,680.79
2026-02-11,102,Generic - Search,105822,4716,746.15
2026-02-12,102,Generic - Search,177459,6875,1187.79
2026-02-13,102,Generic - Search,172730,8375,1194.54
2026-02-14,102,Generic - Search,90498,4361,660.68
2026-02-15,102,Generic - Search,107525,4063,1146.35
2026-02-16,102,Generic - Search,149462,3181,1004.0
2026-02-17,102,Generic - Search,113244,3619,885.04
2026-02-18,102,Generic - Search,76319,2181,908.18
2026-02-19,102,Generic - Search,87425,3813,878.5
2026-02-20,102,Generic - Search,74748,1863,675.49
2026-02-21,102,Generic - Search,128140,2591,932.15
2026-02-22,102,Generic - Search,134193,3916,1060.04
2026-02-23,102,Generic - Search,136164,5082,1119.43
2026-02-24,102,Generic - Search,99060,3708,704.07
2026-02-25,102,Generic - Search,125624,6281,882.07
2026-02-26,102,Generic - Search,93103,4129,998.43
2026-02-27,102,Generic - Search,88817,5255,804.53
2026-02-28,102,Generic - Search,139683,5771,997.37
2026-03-01,102,Generic - Search,156037,6884,1103.23
2026-03-02,102,Generic - Search,155368,8517,1461.82
2026-03-03,102,Generic - Search,99692,5292,979.42
2026-03-04,102,Generic - Search,101349,4774,1215.02
2026-03-05,102,Generic - Search,206555,9221,1431.16
2026-03-06,102,Generic - Search,116396,3069,930.15
2026-03-07,102,Generic - Search,118269,5422,1472.82
2026-03-08,102,Generic - Search,159319,5385,1272.39
2026-03-09,102,Generic - Search,129397,6190,1247.19
2026-03-10,102,Generic - Search,103442,5408,835.56
2026-03-11,102,Generic - Search,105698,4926,866.61
2026-03-12,102,Generic - Search,175569,4846,1503.88
2026-03-13,102,Generic - Search,142455,7094,1054.78
2026-03-14,102,Generic - Search,157468,6040,1358.13
2026-03-15,102,Generic - Search,193874,6173,1316.28
2026-03-16,102,Generic - Search,189269,8209,1447.12
2026-03-17,102,Generic - Search,136122,7192,1087.33
2026-03-18,102,Generic - Search,105223,3841,843.13
2026-03-19,102,Generic - Search,158470,9297,1354.86
2026-03-20,102,Generic - Search,154501,7778,1260.44
2026-03-21,102,Generic - Search,193718,11143,1485.77
2026-03-22,102,Generic - Search,149772,4831,1499.56
2026-03-23,102,Generic - Search,140615,7247,1015.2
2026-03-24,102,Generic - Search,108107,4090,918.44
2026-03-25,102,Generic - Search,166834,8802,1162.54
2026-03-26,102,Generic - Search,126440,4706,1103.1
2026-03-27,102,Generic - Search,107637,4975,1082.71
2026-03-28,102,Generic - Search,156366,4632,1314.56
2026-03-29,102,Generic - Search,139984,3224,1482.72
2026-03-30,102,Generic - Search,124501,6598,855.47
2026-03-31,102,Generic - Search,207781,12290,1460.59
2026-04-01,102,Generic - Search,189531,6805,1361.61
2026-04-02,102,Generic - Search,141651,8378,971.44
2026-04-03,102,Generic - Search,70911,2989,842.29
2026-04-04,102,Generic - Search,140596,6167,1031.78
2026-04-05,102,Generic - Search,154820,6892,1501.45
2026-04-06,102,Generic - Search,112907,6029,915.55
2026-04-07,102,Generic - Search,172002,7357,1179.46
2026-04-08,102,Generic - Search,123394,3556,1508.71
2026-04-09,102,Generic - Search,98728,4626,1134.89
2026-04-10,102,Generic - Search,116400,3902,1454.83
2026-04-11,102,Generic - Search,98412,3436,892.95
2026-04-12,102,Generic - Search,139333,7168,1515.45
2026-04-13,102,Generic - Search,151970,5025,1469.32
2026-04-14,102,Generic - Search,194993,6141,1389.22
2026-04-15,102,Generic - Search,79262,3922,885.79
2026-04-16,102,Generic - Search,100882,6052,1143.78
2026-04-17,102,Generic - Search,170642,8784,
2026-04-18,102,Generic - Search,192306,5741,1502.33
2026-04-19,102,Generic - Search,114673,4179,978.64
2026-04-20,102,Generic - Search,87830,1925,898.78
2026-04-21,102,Generic - Search,125978,6032,1063.48
2026-04-22,102,Generic - Search,99070,4577,854.18
2026-04-23,102,Generic - Search,138614,7821,968.8
2026-04-24,102,Generic - Search,186688,5402,1318.63
2026-04-25,102,Generic - Search,149224,7108,1147.35
2026-04-26,102,Generic - Search,135964,3153,1214.78
2026-04-27,102,Generic - Search,133773,6033,1373.84
2026-04-28,102,Generic - Search,120932,3571,1415.87
2026-04-29,102,Generic - Search,169829,8666,1435.72
2026-04-30,102,Generic - Search,137898,6530,1220.09
2026-05-01,102,Generic - Search,154484,5366,1245.8
2026-05-02,102,Generic - Search,151613,4384,1172.09
2026-05-03,102,Generic - Search,131722,5800,1229.74
2026-05-04,102,Generic - Search,73382,3564,896.68
2026-05-05,102,Generic - Search,91474,2439,1011.69
2026-05-06,102,Generic - Search,105370,3346,1206.67
2026-05-07,102,Generic - Search,68348,1960,829.11
2026-05-08,102,Generic - Search,155086,6647,1301.61
2026-05-09,102,Generic - Search,111459,5327,1065.53
2026-05-10,102,Generic - Search,128798,3350,888.36
2026-05-11,102,Generic - Search,188433,7073,1397.75
2026-05-12,102,Generic - Search,129017,7470,1471.69
2026-05-13,102,Generic - Search,149596,4959,998.37
2026-05-14,102,Generic - Search,151724,7132,1025.01
2026-05-15,102,Generic - Search,125250,3229,895.18
2026-05-16,102,Generic - Search,118275,5296,1043.92
2026-05-17,102,Generic - Search,171747,5350,
2026-05-18,102,Generic - Search,146339,3693,1076.12
2026-05-19,102,Generic - Search,121475,7155,1510.58
2026-05-20,102,Generic - Search,144881,5105,1040.51
2026-05-21,102,Generic - Search,92623,4393,972.58
2026-05-22,102,Generic - Search,151264,6503,1191.31
2026-05-23,102,Generic - Search,149054,6551,1405.58
2026-05-24,102,Generic - Search,163097,4207,1188.37
2026-05-25,102,Generic - Search,100473,2623,988.11
2026-05-26,102,Generic - Search,111324,5799,849.95
2026-05-27,102,Generic - Search,136603,3520,1346.42
2026-05-28,102,Generic - Search,129850,5590,869.44
2026-05-29,102,Generic - Search,151075,6788,1217.45
2026-05-30,102,Generic - Search,137288,8020,1239.5
2026-05-31,102,Generic - Search,146258,3415,1225.03
2026-06-01,102,Generic - Search,85194,1914,883.43
2026-06-02,102,Generic - Search,103076,2866,1077.18
2026-06-03,102,Generic - Search,140713,7158,966.02
2026-06-04,102,Generic - Search,156870,9231,1167.0
2026-06-05,102,Generic - Search,145809,8122,1183.82
2026-06-06,102,Generic - Search,122787,6872,972.06
2026-06-07,102,Generic - Search,123220,2828,1425.0
2026-06-08,102,Generic - Search,75935,2298,884.7
2026-06-09,102,Generic - Search,134381,6638,1521.92
2026-06-10,102,Generic - Search,160814,7148,1367.45
2026-06-11,102,Generic - Search,139870,3081,1483.77
2026-06-12,102,Generic - Search,147143,4658,1232.54
2026-06-13,102,Generic - Search,166448,8254,1414.3
2026-06-14,102,Generic - Search,130106,3655,1366.71
2026-06-15,102,Generic - Search,95241,2953,942.1
2026-06-16,102,Generic - Search,73281,2664,856.7
2026-06-17,102,Generic - Search,163547,8017,
2026-06-18,102,Generic - Search,166129,6497,1138.86
2026-06-19,102,Generic - Search,125136,5637,932.69
2026-06-20,102,Generic - Search,79924,2210,898.23
2026-06-21,102,Generic - Search,154237,6202,1512.21
2026-06-22,102,Generic - Search,102769,5977,998.26
2026-06-23,102,Generic - Search,182231,10250,1408.54
2026-06-24,102,Generic - Search,136033,6906,914.48
2026-06-25,102,Generic - Search,70520,2913,869.64
2026-06-26,102,Generic - Search,117055,3598,1146.41
2026-06-27,102,Generic - Search,133540,4707,1301.27
2026-06-28,102,Generic - Search,105329,4290,1251.78
2026-06-29,102,Generic - Search,128253,4811,1046.24
2026-06-30,102,Generic - Search,110627,6016,1299.96
2026-07-01,102,Generic - Search,223873,6555,1524.26
2026-07-02,102,Generic - Search,126997,6507,1222.59
2026-07-03,102,Generic - Search,70236,2699,851.67
2026-07-04,102,Generic - Search,200677,7609,1455.86
2026-07-05,102,Generic - Search,187530,6715,1392.75
2026-07-06,102,Generic - Search,129134,3793,1384.92
2026-07-07,102,Generic - Search,126072,6451,1058.99
2026-07-08,102,Generic - Search,175165,10333,1329.23
2026-07-09,102,Generic - Search,100697,5617,1201.21
2026-07-10,102,Generic - Search,100749,2773,1254.71
2026-07-11,102,Generic - Search,99790,4090,960.45
2026-07-12,102,Generic - Search,101933,2619,910.08
2026-07-13,102,Generic - Search,144191,7403,1156.81
2026-07-14,102,Generic - Search,126661,4754,1353.93
2026-07-15,102,Generic - Search,146431,6289,1116.9
2026-07-16,102,Generic - Search,83835,4808,884.48
2026-07-17,102,Generic - Search,151389,6230,1137.94
2026-07-18,102,Generic - Search,110858,4582,1012.16
2026-07-19,102,Generic - Search,131270,2735,875.58
2024-07-20,103,Shopping - All Products,51657,2308,499.54
2024-07-21,103,Shopping - All Products,40301,1051,336.36
2024-07-22,103,Shopping - All Products,46325,2065,365.01
2024-07-23,103,Shopping - All Products,44887,1117,425.93
2024-07-24,103,Shopping - All Products,61874,1370,462.97
2024-07-25,103,Shopping - All Products,74271,1612,496.61
2024-07-26,103,Shopping - All Products,46573,2563,320.79
2024-07-27,103,Shopping - All Products,76479,2219,517.98
2024-07-28,103,Shopping - All Products,31307,1566,325.44
2024-07-29,103,Shopping - All Products,57772,1276,401.89
2024-07-30,103,Shopping - All Products,59636,1429,439.81
2024-07-31,103,Shopping - All Products,52874,2461,439.75
2024-08-01,103,Shopping - All Products,73180,2409,548.27
2024-08-02,103,Shopping - All Products,37429,1189,389.17
2024-08-03,103,Shopping - All Products,71849,1630,515.11
2024-08-04,103,Shopping - All Products,50836,1787,447.58
2024-08-05,103,Shopping - All Products,45552,980,338.62
2024-08-06,103,Shopping - All Products,41071,1746,442.85
2024-08-07,103,Shopping - All Products,36509,1044,438.8
2024-08-08,103,Shopping - All Products,61952,3329,463.4
2024-08-09,103,Shopping - All Products,59091,3545,434.58
2024-08-10,103,Shopping - All Products,79085,4571,536.71
2024-08-11,103,Shopping - All Products,53366,1576,431.11
2024-08-12,103,Shopping - All Products,38411,1390,414.92
2024-08-13,103,Shopping - All Products,47163,2364,396.17
2024-08-14,103,Shopping - All Products,50883,2029,488.97
2024-08-15,103,Shopping - All Products,48069,1391,384.13
2024-08-16,103,Shopping - All Products,57174,1406,403.06
2024-08-17,103,Shopping - All Products,45967,2498,377.52
2024-08-18,103,Shopping - All Products,55986,3327,440.58
2024-08-19,103,Shopping - All Products,48943,2133,554.5
2024-08-20,103,Shopping - All Products,46518,2523,484.93
2024-08-21,103,Shopping - All Products,40016,2126,412.1
2024-08-22,103,Shopping - All Products,55949,2727,518.98
2024-08-23,103,Shopping - All Products,61105,1475,490.13
2024-08-24,103,Shopping - All Products,51780,1641,458.61
2024-08-25,103,Shopping - All Products,39507,864,307.26
2024-08-26,103,Shopping - All Products,35093,1041,324.23
2024-08-27,103,Shopping - All Products,75588,3435,520.43
2024-08-28,103,Shopping - All Products,40173,2355,314.74
2024-08-29,103,Shopping - All Products,62528,3575,526.28
2024-08-30,103,Shopping - All Products,45502,1864,
2024-08-31,103,Shopping - All Products,35998,1818,343.05
2024-09-01,103,Shopping - All Products,39543,1884,338.2
2024-09-02,103,Shopping - All Products,51994,1244,453.55
2024-09-03,103,Shopping - All Products,53301,2119,422.15
2024-09-04,103,Shopping - All Products,30660,1690,325.06
2024-09-05,103,Shopping - All Products,59931,2939,527.43
2024-09-06,103,Shopping - All Products,57324,2981,384.93
2024-09-07,103,Shopping - All Products,51628,2123,511.14
2024-09-08,103,Shopping - All Products,48116,1671,519.13
2024-09-09,103,Shopping - All Products,45418,1808,463.44
2024-09-10,103,Shopping - All Products,51616,1741,370.94
2024-09-11,103,Shopping - All Products,30220,1545,302.85
2024-09-12,103,Shopping - All Products,50888,2007,400.15
2024-09-13,103,Shopping - All Products,44291,2310,519.52
2024-09-14,103,Shopping - All Products,49490,1370,544.24
2024-09-15,103,Shopping - All Products,49730,2668,485.96
2024-09-16,103,Shopping - All Products,54888,3010,390.66
2024-09-17,103,Shopping - All Products,39160,1794,359.45
2024-09-18,103,Shopping - All Products,38815,2149,476.01
2024-09-19,103,Shopping - All Products,54483,2316,524.03
2024-09-20,103,Shopping - All Products,52743,1302,390.05
2024-09-21,103,Shopping - All Products,42326,986,495.61
2024-09-22,103,Shopping - All Products,54584,1554,381.6
2024-09-23,103,Shopping - All Products,65304,2277,456.08
2024-09-24,103,Shopping - All Products,25954,1194,321.06
2024-09-25,103,Shopping - All Products,42588,1180,309.07
2024-09-26,103,Shopping - All Products,70972,2728,549.4
2024-09-27,103,Shopping - All Products,40842,1858,444.21
2024-09-28,103,Shopping - All Products,40662,878,352.6
2024-09-29,103,Shopping - All Products,50877,2322,512.71
2024-09-30,103,Shopping - All Products,64209,3517,505.8
2024-10-01,103,Shopping - All Products,48252,1152,428.92
2024-10-02,103,Shopping - All Products,53875,2026,493.01
2024-10-03,103,Shopping - All Products,52562,1119,486.55
2024-10-04,103,Shopping - All Products,64995,2121,497.13
2024-10-05,103,Shopping - All Products,48013,1258,498.07
2024-10-06,103,Shopping - All Products,45954,1327,472.87
2024-10-07,103,Shopping - All Products,30548,938,320.36
2024-10-08,103,Shopping - All Products,38266,1415,452.01
2024-10-09,103,Shopping - All Products,50317,2953,405.21
2024-10-10,103,Shopping - All Products,40756,2352,315.6
2024-10-11,103,Shopping - All Products,28973,1323,340.3
2024-10-12,103,Shopping - All Products,66463,1574,484.72
2024-10-13,103,Shopping - All Products,49633,2623,456.99
2024-10-14,103,Shopping - All Products,28607,786,348.73
2024-10-15,103,Shopping - All Products,48929,2729,441.2
2024-10-16,103,Shopping - All Products,70022,2450,511.48
2024-10-17,103,Shopping - All Products,47795,1754,430.93
2024-10-18,103,Shopping - All Products,49092,2731,
2024-10-19,103,Shopping - All Products,50638,1409,395.52
2024-10-20,103,Shopping - All Products,44358,2532,415.63
2024-10-21,103,Shopping - All Products,57148,2217,470.66
2024-10-22,103,Shopping - All Products,49050,1118,423.05
2024-10-23,103,Shopping - All Products,44628,1271,482.58
2024-10-24,103,Shopping - All Products,37786,1452,424.96
2024-10-25,103,Shopping - All Products,26479,988,313.26
2024-10-26,103,Shopping - All Products,45374,2720,354.67
2024-10-27,103,Shopping - All Products,51807,1883,527.05
2024-10-28,103,Shopping - All Products,40199,2210,410.81
2024-10-29,103,Shopping - All Products,31536,1134,331.05
2024-10-30,103,Shopping - All Products,58102,3107,399.86
2024-10-31,103,Shopping - All Products,68118,3803,457.71
2024-11-01,103,Shopping - All Products,70232,3631,626.34
2024-11-02,103,Shopping - All Products,104687,2435,816.86
2024-11-03,103,Shopping - All Products,74530,2381,583.94
2024-11-04,103,Shopping - All Products,108885,5594,737.14
2024-11-05,103,Shopping - All Products,74096,2339,612.12
2024-11-06,103,Shopping - All Products,124081,6237,836.45
2024-11-07,103,Shopping - All Products,97887,5342,870.72
2024-11-08,103,Shopping - All Products,61562,2226,608.37
2024-11-09,103,Shopping - All Products,82402,4157,862.74
2024-11-10,103,Shopping - All Products,67563,2825,810.06
2024-11-11,103,Shopping - All Products,88545,2584,683.0
2024-11-12,103,Shopping - All Products,97508,5379,692.64
2024-11-13,103,Shopping - All Products,92794,4519,804.76
2024-11-14,103,Shopping - All Products,92046,2813,769.51
2024-11-15,103,Shopping - All Products,66047,3913,
2024-11-16,103,Shopping - All Products,99511,2874,768.78
2024-11-17,103,Shopping - All Products,74809,4289,869.91
2024-11-18,103,Shopping - All Products,103052,4422,855.92
2024-11-19,103,Shopping - All Products,80834,4216,691.37
2024-11-20,103,Shopping - All Products,83146,4718,695.67
2024-11-21,103,Shopping - All Products,88291,4579,844.42
2024-11-22,103,Shopping - All Products,83157,1886,751.25
2024-11-23,103,Shopping - All Products,90125,3079,
2024-11-24,103,Shopping - All Products,54909,2134,519.96
2024-11-25,103,Shopping - All Products,54177,2744,646.2
2024-11-26,103,Shopping - All Products,80685,3635,572.93
2024-11-27,103,Shopping - All Products,70587,3908,681.05
2024-11-28,103,Shopping - All Products,44379,2495,547.14
2024-11-29,103,Shopping - All Products,71258,3830,495.45
2024-11-30,103,Shopping - All Products,76455,1677,575.96
2024-12-01,103,Shopping - All Products,73576,3929,885.42
2024-12-02,103,Shopping - All Products,92487,4775,766.25
2024-12-03,103,Shopping - All Products,62572,2305,687.73
2024-12-04,103,Shopping - All Products,50859,2231,615.31
2024-12-05,103,Shopping - All Products,71832,4026,844.55
2024-12-06,103,Shopping - All Products,52499,3040,603.06
2024-12-07,103,Shopping - All Products,73330,1994,721.78
2024-12-08,103,Shopping - All Products,59750,1571,519.12
2024-12-09,103,Shopping - All Products,62606,3386,535.03
2024-12-10,103,Shopping - All Products,46262,1490,490.27
2024-12-11,103,Shopping - All Products,62174,3274,580.99
2024-12-12,103,Shopping - All Products,48691,2378,587.76
2024-12-13,103,Shopping - All Products,59861,2660,575.1
2024-12-14,103,Shopping - All Products,91839,3852,783.42
2024-12-15,103,Shopping - All Products,70318,3283,731.91
2024-12-16,103,Shopping - All Products,84375,4717,604.81
2024-12-17,103,Shopping - All Products,63125,1575,628.3
2024-12-18,103,Shopping - All Products,90726,3286,717.79
2024-12-19,103,Shopping - All Products,50714,2665,604.82
2024-12-20,103,Shopping - All Products,66338,2546,726.57
2024-12-21,103,Shopping - All Products,77714,1626,537.72
2024-12-22,103,Shopping - All Products,105071,5982,884.97
2024-12-23,103,Shopping - All Products,68251,2683,794.79
2024-12-24,103,Shopping - All Products,117669,6198,861.38
2024-12-25,103,Shopping - All Products,103870,5839,889.5
2024-12-26,103,Shopping - All Products,61901,3428,589.31
2024-12-27,103,Shopping - All Products,65453,2758,710.78
2024-12-28,103,Shopping - All Products,58298,3209,555.44
2024-12-29,103,Shopping - All Products,54645,2894,616.0
2024-12-30,103,Shopping - All Products,53020,1712,578.56
2024-12-31,103,Shopping - All Products,72056,2766,693.98
2025-01-01,103,Shopping - All Products,36076,992,244.99
2025-01-02,103,Shopping - All Products,44278,2084,447.46
2025-01-03,103,Shopping - All Products,37036,2078,304.81
2025-01-04,103,Shopping - All Products,31645,1550,260.25
2025-01-05,103,Shopping - All Products,31444,825,251.09
2025-01-06,103,Shopping - All Products,36317,1944,280.73
2025-01-07,103,Shopping - All Products,41877,1445,303.07
2025-01-08,103,Shopping - All Products,23992,914,243.76
2025-01-09,103,Shopping - All Products,35310,1435,347.48
2025-01-10,103,Shopping - All Products,22092,662,254.27
2025-01-11,103,Shopping - All Products,35550,1675,311.5
2025-01-12,103,Shopping - All Products,35181,902,253.72
2025-01-13,103,Shopping - All Products,37387,1974,353.41
2025-01-14,103,Shopping - All Products,60958,2772,413.71
2025-01-15,103,Shopping - All Products,41871,2391,301.79
2025-01-16,103,Shopping - All Products,45252,1000,302.85
2025-01-17,103,Shopping - All Products,34936,1082,364.31
2025-01-18,103,Shopping - All Products,33627,777,280.72
2025-01-19,103,Shopping - All Products,62782,2909,426.73
2025-01-20,103,Shopping - All Products,29053,903,308.55
2025-01-21,103,Shopping - All Products,46498,1854,340.12
2025-01-22,103,Shopping - All Products,23785,647,293.64
2025-01-23,103,Shopping - All Products,49602,1887,397.75
2025-01-24,103,Shopping - All Products,49316,2195,430.71
2025-01-25,103,Shopping - All Products,39839,797,361.84
2025-01-26,103,Shopping - All Products,21565,1153,243.37
2025-01-27,103,Shopping - All Products,48856,2029,375.87
2025-01-28,103,Shopping - All Products,31129,880,365.9
2025-01-29,103,Shopping - All Products,52185,3104,444.67
2025-01-30,103,Shopping - All Products,36210,946,278.2
2025-01-31,103,Shopping - All Products,28372,575,289.01
2025-02-01,103,Shopping - All Products,34654,982,301.9
2025-02-02,103,Shopping - All Products,40335,811,290.4
2025-02-03,103,Shopping - All Products,44811,1499,413.4
2025-02-04,103,Shopping - All Products,25587,554,258.26
2025-02-05,103,Shopping - All Products,29077,1002,304.24
2025-02-06,103,Shopping - All Products,46332,2049,346.14
2025-02-07,103,Shopping - All Products,40785,2366,444.84
2025-02-08,103,Shopping - All Products,39485,821,382.64
2025-02-09,103,Shopping - All Products,38361,907,-37.697
2025-02-10,103,Shopping - All Products,30747,737,292.05
2025-02-11,103,Shopping - All Products,51226,1737,346.83
2025-02-12,103,Shopping - All Products,39765,2270,322.97
2025-02-13,103,Shopping - All Products,35099,1903,413.21
2025-02-14,103,Shopping - All Products,45250,2081,370.06
2025-02-15,103,Shopping - All Products,25732,1245,254.53
2025-02-16,103,Shopping - All Products,39821,1689,323.84
2025-02-17,103,Shopping - All Products,43583,1277,441.28
2025-02-18,103,Shopping - All Products,22262,472,255.07
2025-02-19,103,Shopping - All Products,28892,858,328.41
2025-02-20,103,Shopping - All Products,53790,3156,371.79
2025-02-21,103,Shopping - All Products,51652,2232,375.4
2025-02-22,103,Shopping - All Products,55615,1624,443.98
2025-02-23,103,Shopping - All Products,33667,794,318.85
2025-02-24,103,Shopping - All Products,38339,1594,378.25
2025-02-25,103,Shopping - All Products,32346,739,265.2
2025-02-26,103,Shopping - All Products,49858,2341,398.67
2025-02-27,103,Shopping - All Products,24765,553,301.08
2025-02-28,103,Shopping - All Products,42483,1493,398.37
2025-03-01,103,Shopping - All Products,51358,1984,367.73
2025-03-02,103,Shopping - All Products,61720,3430,532.16
2025-03-03,103,Shopping - All Products,40380,1255,475.5
2025-03-04,103,Shopping - All Products,43226,1204,323.01
2025-03-05,103,Shopping - All Products,37985,1400,344.55
2025-03-06,103,Shopping - All Products,35367,1570,378.66
2025-03-07,103,Shopping - All Products,50124,1296,412.46
2025-03-08,103,Shopping - All Products,47491,1557,362.64
2025-03-09,103,Shopping - All Products,70481,2061,545.42
2025-03-10,103,Shopping - All Products,52305,1676,448.51
2025-03-11,103,Shopping - All Products,72208,3778,484.15
2025-03-12,103,Shopping - All Products,47787,1715,391.25
2025-03-13,103,Shopping - All Products,49227,2840,427.98
2025-03-14,103,Shopping - All Products,57787,3136,454.77
2025-03-15,103,Shopping - All Products,34979,1742,362.53
2025-03-16,103,Shopping - All Products,36552,2176,435.18
2025-03-17,103,Shopping - All Products,45923,2545,323.02
2025-03-18,103,Shopping - All Products,47297,980,421.86
2025-03-19,103,Shopping - All Products,56679,2189,456.16
2025-03-20,103,Shopping - All Products,45554,2463,545.18
2025-03-21,103,Shopping - All Products,49040,2915,445.92
2025-03-22,103,Shopping - All Products,39982,2376,365.87
2025-03-23,103,Shopping - All Products,31052,1215,376.63
2025-03-24,103,Shopping - All Products,47716,1943,358.97
2025-03-25,103,Shopping - All Products,34707,1125,321.2
2025-03-26,103,Shopping - All Products,33494,1902,308.26
2025-03-27,103,Shopping - All Products,65897,1398,534.21
2025-03-28,103,Shopping - All Products,53171,1236,459.91
2025-03-29,103,Shopping - All Products,51786,2791,416.07
2025-03-30,103,Shopping - All Products,56676,2370,503.22
2025-03-31,103,Shopping - All Products,51124,1328,373.55
2025-04-01,103,Shopping - All Products,71839,2113,520.87
2025-04-02,103,Shopping - All Products,69549,2270,505.85
2025-04-03,103,Shopping - All Products,35682,1424,306.71
2025-04-04,103,Shopping - All Products,41601,1457,329.13
2025-04-05,103,Shopping - All Products,74586,3039,552.97
2025-04-06,103,Shopping - All Products,36560,1125,452.26
2025-04-07,103,Shopping - All Products,51526,2288,504.36
2025-04-08,103,Shopping - All Products,52672,2034,370.51
2025-04-09,103,Shopping - All Products,42422,1618,490.13
2025-04-10,103,Shopping - All Products,58733,3012,525.64
2025-04-11,103,Shopping - All Products,57438,2642,501.13
2025-04-12,103,Shopping - All Products,28836,880,310.98
2025-04-13,103,Shopping - All Products,61606,2083,455.44
2025-04-14,103,Shopping - All Products,49147,2020,344.76
2025-04-15,103,Shopping - All Products,68609,3057,495.56
2025-04-16,103,Shopping - All Products,34848,1072,416.72
2025-04-17,103,Shopping - All Products,39312,2312,470.25
2025-04-18,103,Shopping - All Products,49859,1850,362.43
2025-04-19,103,Shopping - All Products,76246,4289,560.51
2025-04-20,103,Shopping - All Products,39048,1361,475.8
2025-04-21,103,Shopping - All Products,68847,3450,541.58
2025-04-22,103,Shopping - All Products,52664,2236,500.82
2025-04-23,103,Shopping - All Products,45242,2615,330.48
2025-04-24,103,Shopping - All Products,48396,2556,471.46
2025-04-25,103,Shopping - All Products,42029,1342,394.5
2025-04-26,103,Shopping - All Products,36314,2046,403.04
2025-04-27,103,Shopping - All Products,59473,1331,532.31
2025-04-28,103,Shopping - All Products,34939,1016,344.39
2025-04-29,103,Shopping - All Products,36940,1182,357.69
2025-04-30,103,Shopping - All Products,49559,2703,483.9
2025-05-01,103,Shopping - All Products,39205,1839,410.06
2025-05-02,103,Shopping - All Products,78049,1699,556.61
2025-05-03,103,Shopping - All Products,39656,2205,364.54
2025-05-04,103,Shopping - All Products,39974,1118,306.49
2025-05-05,103,Shopping - All Products,47625,2340,414.63
2025-05-06,103,Shopping - All Products,62904,2534,525.38
2025-05-07,103,Shopping - All Products,43989,1495,435.58
2025-05-08,103,Shopping - All Products,44718,2463,445.83
2025-05-09,103,Shopping - All Products,50157,1419,471.56
2025-05-10,103,Shopping - All Products,68550,1921,474.23
2025-05-11,103,Shopping - All Products,40363,2065,354.95
